family,size,mincut,contract,fastcut,contract_time,fastcut_time,contract_success,fastcut_success
random_graph,40,24,33,24,0.458,13.186,0,1
random_graph,40,24,31,24,0.595,12.982,0,1
random_graph,40,24,34,24,0.425,16.049,0,1
random_graph,40,24,29,24,0.464,20.474,0,1
random_graph,40,24,32,25,0.461,22.834,0,0
random_graph,40,24,34,24,0.419,13.787,0,1
random_graph,40,24,31,24,0.541,14.242,0,1
random_graph,40,24,29,24,0.419,13.548,0,1
random_graph,40,24,28,24,0.449,13.728,0,1
random_graph,40,24,30,25,0.463,13.928,0,0
random_graph,40,24,33,24,0.453,13.556,0,1
random_graph,40,24,29,24,0.436,13.323,0,1
random_graph,40,24,29,24,0.507,13.211,0,1
random_graph,40,24,30,24,0.452,14.773,0,1
random_graph,40,24,29,24,0.438,12.737,0,1
random_graph,40,24,30,24,0.432,13.479,0,1
random_graph,40,24,30,25,0.528,13.091,0,0
random_graph,40,24,27,24,0.442,13.227,0,1
random_graph,40,24,24,24,0.469,12.567,1,1
random_graph,40,24,30,24,0.472,13.178,0,1
random_graph,40,24,33,24,0.491,13.082,0,1
random_graph,40,24,32,25,0.472,12.927,0,0
random_graph,40,24,33,24,0.447,13.059,0,1
random_graph,40,24,29,24,0.564,13.275,0,1
random_graph,40,24,30,24,0.446,15.066,0,1
random_graph,40,24,31,24,0.466,14.603,0,1
random_graph,40,24,30,24,0.46,15.251,0,1
random_graph,40,24,33,26,0.919,16.789,0,0
random_graph,40,24,30,24,0.573,13.738,0,1
random_graph,40,24,24,24,0.688,13.855,1,1
random_graph,40,24,26,24,0.456,15.216,0,1
random_graph,40,24,28,24,0.612,15.426,0,1
random_graph,40,24,34,24,0.532,14.257,0,1
random_graph,40,24,30,24,0.617,13.322,0,1
random_graph,40,24,28,24,0.437,14.506,0,1
random_graph,40,24,32,24,0.419,13.629,0,1
random_graph,40,24,30,24,0.462,13.702,0,1
random_graph,40,24,30,24,0.464,15.182,0,1
random_graph,40,24,29,25,0.585,13.14,0,0
random_graph,40,24,35,24,0.432,13.262,0,1
random_graph,40,24,25,25,0.485,14.67,0,0
random_graph,40,24,30,24,0.958,17.438,0,1
random_graph,40,24,30,27,1.796,25.078,0,0
random_graph,40,24,52,27,0.536,14.628,0,0
random_graph,40,24,30,25,0.532,14.62,0,0
random_graph,40,24,31,25,0.45,14.62,0,0
random_graph,40,24,30,24,0.536,17.242,0,1
random_graph,40,24,58,24,0.432,14.83,0,1
random_graph,40,24,26,24,0.485,16.668,0,1
random_graph,50,32,45,32,1.696,111.79,0,1
random_graph,50,32,40,32,1.63,81.948,0,1
random_graph,50,32,40,32,1.665,117.867,0,1
random_graph,50,32,34,33,1.586,64.277,0,0
random_graph,50,32,42,32,2.209,44.532,0,1
random_graph,50,32,41,32,1.079,46.567,0,1
random_graph,50,32,32,32,1.319,41.344,1,1
random_graph,50,32,72,32,0.929,41.976,0,1
random_graph,50,32,34,32,0.879,52.448,0,1
random_graph,50,32,40,32,0.795,32.609,0,1
random_graph,50,32,37,32,0.91,46.472,0,1
random_graph,50,32,33,32,1.333,41.979,0,1
random_graph,50,32,38,32,0.899,34.777,0,1
random_graph,50,32,40,33,0.808,36.613,0,0
random_graph,50,32,40,33,1.507,35.122,0,0
random_graph,50,32,33,32,0.881,33.662,0,1
random_graph,50,32,37,32,0.895,35.915,0,1
random_graph,50,32,33,32,0.853,33.962,0,1
random_graph,50,32,37,32,0.965,38.707,0,1
random_graph,50,32,77,32,0.946,37.513,0,1
random_graph,50,32,37,32,0.843,57.754,0,1
random_graph,50,32,37,32,1.634,42.383,0,1
random_graph,50,32,37,32,0.896,65.751,0,1
random_graph,50,32,42,32,1.027,42.674,0,1
random_graph,50,32,35,32,1.573,41.487,0,1
random_graph,50,32,37,32,0.855,36.084,0,1
random_graph,50,32,40,32,0.812,38.865,0,1
random_graph,50,32,38,32,0.798,33.3,0,1
random_graph,50,32,78,32,0.927,33.547,0,1
random_graph,50,32,40,32,0.846,33.465,0,1
random_graph,50,32,39,32,0.935,33.051,0,1
random_graph,50,32,45,32,0.856,33.158,0,1
random_graph,50,32,38,33,0.8,38.552,0,0
random_graph,50,32,36,32,0.843,33.483,0,1
random_graph,50,32,40,32,0.919,33.694,0,1
random_graph,50,32,37,32,0.813,32.168,0,1
random_graph,50,32,35,32,0.89,33.57,0,1
random_graph,50,32,39,32,0.853,32.402,0,1
random_graph,50,32,73,33,0.823,34.332,0,0
random_graph,50,32,65,32,0.834,32.112,0,1
random_graph,50,32,32,32,0.839,31.609,1,1
random_graph,50,32,41,32,0.831,33.278,0,1
random_graph,50,32,33,32,0.85,35.455,0,1
random_graph,50,32,108,32,0.829,33.53,0,1
random_graph,50,32,37,32,1.024,52.488,0,1
random_graph,50,32,41,32,1.543,47.957,0,1
random_graph,50,32,40,33,0.837,41.261,0,0
random_graph,50,32,40,32,0.819,33.464,0,1
random_graph,50,32,45,32,0.868,32.759,0,1
random_graph,50,32,38,33,0.848,39.897,0,0
random_graph,60,39,42,39,1.382,70.751,0,1
random_graph,60,39,39,39,1.495,79.32,1,1
random_graph,60,39,43,39,1.432,74.26,0,1
random_graph,60,39,47,39,1.44,73.136,0,1
random_graph,60,39,41,39,1.358,69.709,0,1
random_graph,60,39,41,39,1.351,69.87,0,1
random_graph,60,39,43,39,1.365,73.323,0,1
random_graph,60,39,45,39,1.433,68.334,0,1
random_graph,60,39,45,41,1.381,69.259,0,0
random_graph,60,39,54,39,1.915,67.171,0,1
random_graph,60,39,47,39,1.276,72.689,0,1
random_graph,60,39,42,39,1.523,70.554,0,1
random_graph,60,39,49,39,1.508,71.039,0,1
random_graph,60,39,44,39,2.485,70.296,0,1
random_graph,60,39,45,39,1.423,73.734,0,1
random_graph,60,39,50,39,1.228,67.69,0,1
random_graph,60,39,45,39,1.377,72.217,0,1
random_graph,60,39,49,39,1.44,66.533,0,1
random_graph,60,39,90,41,1.297,71.775,0,0
random_graph,60,39,43,39,1.538,70.827,0,1
random_graph,60,39,93,39,2.686,72.959,0,1
random_graph,60,39,42,41,1.427,69.393,0,0
random_graph,60,39,47,39,1.695,81.746,0,1
random_graph,60,39,42,39,1.717,81.797,0,1
random_graph,60,39,55,39,1.396,69.854,0,1
random_graph,60,39,46,39,1.405,71.388,0,1
random_graph,60,39,44,39,1.535,71.863,0,1
random_graph,60,39,46,39,1.408,74.642,0,1
random_graph,60,39,47,39,1.495,68.812,0,1
random_graph,60,39,43,39,1.278,74.443,0,1
random_graph,60,39,41,39,1.25,66.731,0,1
random_graph,60,39,43,39,1.282,70.817,0,1
random_graph,60,39,51,39,1.492,66.616,0,1
random_graph,60,39,45,39,1.223,69.346,0,1
random_graph,60,39,51,39,1.521,67.216,0,1
random_graph,60,39,47,39,1.344,69.772,0,1
random_graph,60,39,44,39,1.717,70.998,0,1
random_graph,60,39,42,39,1.526,75.825,0,1
random_graph,60,39,47,39,1.223,64.112,0,1
random_graph,60,39,47,39,1.319,70.369,0,1
random_graph,60,39,39,41,1.626,71.131,1,0
random_graph,60,39,47,39,1.328,73.331,0,1
random_graph,60,39,42,39,1.264,68.332,0,1
random_graph,60,39,45,39,1.409,71.857,0,1
random_graph,60,39,48,39,1.705,69.557,0,1
random_graph,60,39,42,39,1.389,73.362,0,1
random_graph,60,39,41,39,1.312,66.606,0,1
random_graph,60,39,45,39,1.439,71.751,0,1
random_graph,60,39,88,39,1.589,68.457,0,1
random_graph,60,39,46,39,1.371,74.666,0,1
random_graph,70,46,46,46,2.141,101.672,1,1
random_graph,70,46,54,46,2.28,139.902,0,1
random_graph,70,46,57,46,4.013,100.922,0,1
random_graph,70,46,51,46,2.21,93.543,0,1
random_graph,70,46,49,46,2.118,87.686,0,1
random_graph,70,46,47,46,2.246,86.008,0,1
random_graph,70,46,55,47,2.211,82.826,0,0
random_graph,70,46,56,46,2.087,82.778,0,1
random_graph,70,46,57,46,2.21,91.828,0,1
random_graph,70,46,110,46,2.994,95.911,0,1
random_graph,70,46,55,46,2.08,84.354,0,1
random_graph,70,46,51,46,2.235,90.055,0,1
random_graph,70,46,55,46,2.218,83.114,0,1
random_graph,70,46,60,46,2.721,83.698,0,1
random_graph,70,46,53,46,2.266,80.59,0,1
random_graph,70,46,55,46,1.911,84.754,0,1
random_graph,70,46,49,46,2.034,83.85,0,1
random_graph,70,46,62,46,2.095,82.476,0,1
random_graph,70,46,55,46,2.037,90.891,0,1
random_graph,70,46,57,46,2.04,80.799,0,1
random_graph,70,46,47,46,2.17,82.106,0,1
random_graph,70,46,49,46,2.127,85.278,0,1
random_graph,70,46,48,46,2.031,82.722,0,1
random_graph,70,46,48,46,2.194,86.601,0,1
random_graph,70,46,46,47,1.955,88.265,1,0
random_graph,70,46,57,46,2.394,85.829,0,1
random_graph,70,46,47,46,2.028,87.825,0,1
random_graph,70,46,47,46,2.237,85.412,0,1
random_graph,70,46,49,47,2.246,85.566,0,0
random_graph,70,46,49,46,2.415,81.228,0,1
random_graph,70,46,50,47,2.24,83.48,0,0
random_graph,70,46,55,46,2.051,85.146,0,1
random_graph,70,46,56,46,2.278,84.961,0,1
random_graph,70,46,55,47,1.908,84.847,0,0
random_graph,70,46,46,47,2.141,85.36,1,0
random_graph,70,46,56,47,2.113,86.863,0,0
random_graph,70,46,49,48,3.602,98.413,0,0
random_graph,70,46,53,47,2.13,83.482,0,0
random_graph,70,46,53,46,1.971,79.598,0,1
random_graph,70,46,58,47,1.969,86.01,0,0
random_graph,70,46,50,46,2.034,84.055,0,1
random_graph,70,46,59,46,2.207,120.105,0,1
random_graph,70,46,55,46,2.41,85.216,0,1
random_graph,70,46,54,48,2.161,86.598,0,0
random_graph,70,46,56,46,2.135,81.201,0,1
random_graph,70,46,107,46,2.039,80.105,0,1
random_graph,70,46,57,46,1.944,84.56,0,1
random_graph,70,46,55,46,3.031,81.969,0,1
random_graph,70,46,53,46,2.132,87.313,0,1
random_graph,70,46,55,47,2.252,80.957,0,0
random_graph,80,53,64,53,3.142,103.843,0,1
random_graph,80,53,63,53,3.701,102.887,0,1
random_graph,80,53,120,54,3.111,96.443,0,0
random_graph,80,53,65,53,3.017,98.112,0,1
random_graph,80,53,57,53,3.207,96.934,0,1
random_graph,80,53,63,53,3.155,96.485,0,1
random_graph,80,53,65,53,3.144,104.444,0,1
random_graph,80,53,61,53,3.22,99.93,0,1
random_graph,80,53,64,53,3.304,98.379,0,1
random_graph,80,53,62,53,3.059,98.092,0,1
random_graph,80,53,63,53,2.994,93.489,0,1
random_graph,80,53,64,53,2.933,96.961,0,1
random_graph,80,53,63,53,2.825,97.006,0,1
random_graph,80,53,62,53,2.993,99.882,0,1
random_graph,80,53,115,54,3.18,99.281,0,0
random_graph,80,53,61,53,3.025,97.978,0,1
random_graph,80,53,56,53,2.867,103.813,0,1
random_graph,80,53,62,54,3.142,94.613,0,0
random_graph,80,53,64,53,3.002,98.191,0,1
random_graph,80,53,56,53,3.162,98.506,0,1
random_graph,80,53,63,53,3.003,96.671,0,1
random_graph,80,53,62,54,3.264,95.788,0,0
random_graph,80,53,61,53,2.855,96.621,0,1
random_graph,80,53,66,53,3.107,96.714,0,1
random_graph,80,53,63,53,3.194,98.025,0,1
random_graph,80,53,63,53,3.113,97.75,0,1
random_graph,80,53,62,54,2.938,103.853,0,0
random_graph,80,53,54,54,3.263,94.999,0,0
random_graph,80,53,60,53,3.181,98.134,0,1
random_graph,80,53,65,54,3.104,130.282,0,0
random_graph,80,53,56,53,3.155,97.582,0,1
random_graph,80,53,66,53,3.772,100.011,0,1
random_graph,80,53,64,53,3.32,98.34,0,1
random_graph,80,53,59,53,3.224,104.284,0,1
random_graph,80,53,62,53,3.216,99.357,0,1
random_graph,80,53,57,53,3.077,103.593,0,1
random_graph,80,53,63,53,6.029,102.371,0,1
random_graph,80,53,63,53,3.121,102.73,0,1
random_graph,80,53,53,53,3.246,94.325,1,1
random_graph,80,53,63,53,3.469,98.801,0,1
random_graph,80,53,59,53,3.072,106.357,0,1
random_graph,80,53,61,54,3.644,95.14,0,0
random_graph,80,53,59,53,3.101,106.025,0,1
random_graph,80,53,64,53,3.734,94.738,0,1
random_graph,80,53,63,56,2.952,96.85,0,0
random_graph,80,53,62,53,3.029,104.738,0,1
random_graph,80,53,62,53,3.183,98.464,0,1
random_graph,80,53,53,53,3.047,98.141,1,1
random_graph,80,53,62,53,2.984,102.827,0,1
random_graph,80,53,64,54,2.867,135.425,0,0
random_graph,90,60,75,60,5.004,226.115,0,1
random_graph,90,60,68,60,4.37,202.534,0,1
random_graph,90,60,75,60,4.936,202.776,0,1
random_graph,90,60,71,60,4.956,206.61,0,1
random_graph,90,60,73,60,4.257,203.658,0,1
random_graph,90,60,65,60,4.478,190.582,0,1
random_graph,90,60,72,60,4.167,204.313,0,1
random_graph,90,60,68,60,5.195,201.789,0,1
random_graph,90,60,72,60,4.408,198.814,0,1
random_graph,90,60,69,60,4.968,202.949,0,1
random_graph,90,60,63,60,4.744,230.287,0,1
random_graph,90,60,66,60,5.895,204.339,0,1
random_graph,90,60,74,60,4.399,194.524,0,1
random_graph,90,60,69,60,3.913,192.63,0,1
random_graph,90,60,72,60,4.298,190.682,0,1
random_graph,90,60,70,60,4.144,200.269,0,1
random_graph,90,60,146,60,4.341,237.692,0,1
random_graph,90,60,69,60,4.805,202.359,0,1
random_graph,90,60,68,60,4.275,189.681,0,1
random_graph,90,60,74,60,4.234,249.761,0,1
random_graph,90,60,66,60,4.4,206.88,0,1
random_graph,90,60,71,60,4.291,194.742,0,1
random_graph,90,60,75,60,4.099,195.318,0,1
random_graph,90,60,66,60,4.185,191.299,0,1
random_graph,90,60,70,60,4.131,195.563,0,1
random_graph,90,60,72,60,4.707,200.389,0,1
random_graph,90,60,62,60,4.421,197.81,0,1
random_graph,90,60,67,60,4.413,193.354,0,1
random_graph,90,60,60,60,4.345,192.874,1,1
random_graph,90,60,74,60,4.379,212.134,0,1
random_graph,90,60,68,60,4.557,199.354,0,1
random_graph,90,60,68,60,4.491,195.924,0,1
random_graph,90,60,62,60,4.368,196.602,0,1
random_graph,90,60,62,60,4.041,194.423,0,1
random_graph,90,60,72,60,4.233,195.473,0,1
random_graph,90,60,67,60,4.641,203.158,0,1
random_graph,90,60,70,60,4.247,192.172,0,1
random_graph,90,60,66,60,4.215,200.434,0,1
random_graph,90,60,69,62,4.433,193.663,0,0
random_graph,90,60,67,60,4.375,190.197,0,1
random_graph,90,60,71,60,4.139,208.37,0,1
random_graph,90,60,68,60,5.195,194.035,0,1
random_graph,90,60,73,62,4.342,193.507,0,0
random_graph,90,60,60,60,4.209,197.128,1,1
random_graph,90,60,67,60,4.083,189.949,0,1
random_graph,90,60,72,60,4.044,197.61,0,1
random_graph,90,60,66,60,4.263,197.125,0,1
random_graph,90,60,72,60,4.65,198.108,0,1
random_graph,90,60,66,60,4.4,205.6,0,1
random_graph,90,60,72,60,4.266,201.391,0,1
random_graph,100,67,68,67,6.227,229.334,0,1
random_graph,100,67,82,67,6.077,220.269,0,1
random_graph,100,67,79,67,6.058,215.546,0,1
random_graph,100,67,76,67,5.643,220.676,0,1
random_graph,100,67,81,69,5.844,244.986,0,0
random_graph,100,67,79,67,5.845,213.935,0,1
random_graph,100,67,80,67,5.851,216.267,0,1
random_graph,100,67,79,67,5.937,217.177,0,1
random_graph,100,67,74,67,5.882,220.607,0,1
random_graph,100,67,80,67,5.963,215.917,0,1
random_graph,100,67,79,67,5.74,214.919,0,1
random_graph,100,67,75,67,5.664,216.192,0,1
random_graph,100,67,77,67,5.857,221.396,0,1
random_graph,100,67,78,67,5.637,215.538,0,1
random_graph,100,67,75,68,5.822,216.829,0,0
random_graph,100,67,79,67,5.851,215.482,0,1
random_graph,100,67,80,67,6.018,214.55,0,1
random_graph,100,67,75,67,7.592,219.648,0,1
random_graph,100,67,74,67,5.582,224.571,0,1
random_graph,100,67,82,67,6.112,215.128,0,1
random_graph,100,67,80,67,5.709,212.425,0,1
random_graph,100,67,76,67,6.047,220.767,0,1
random_graph,100,67,76,67,5.809,221.14,0,1
random_graph,100,67,90,67,5.596,220.452,0,1
random_graph,100,67,82,67,5.722,213.489,0,1
random_graph,100,67,68,67,7.408,228.207,0,1
random_graph,100,67,80,67,6.28,219.291,0,1
random_graph,100,67,158,67,5.97,215.293,0,1
random_graph,100,67,78,67,5.952,219.926,0,1
random_graph,100,67,86,67,5.809,215.684,0,1
random_graph,100,67,74,67,5.924,214.923,0,1
random_graph,100,67,69,67,5.717,215.407,0,1
random_graph,100,67,81,67,5.903,216.961,0,1
random_graph,100,67,68,67,5.663,216.747,0,1
random_graph,100,67,75,68,5.847,214.762,0,0
random_graph,100,67,69,67,6.379,221.836,0,1
random_graph,100,67,79,67,5.951,231.332,0,1
random_graph,100,67,75,67,6.387,227.025,0,1
random_graph,100,67,78,67,6.305,219.541,0,1
random_graph,100,67,82,67,6.285,218.044,0,1
random_graph,100,67,77,67,5.996,215.014,0,1
random_graph,100,67,79,67,5.888,215.884,0,1
random_graph,100,67,82,68,5.89,214.379,0,0
random_graph,100,67,79,67,6.115,218.403,0,1
random_graph,100,67,77,67,5.95,214.338,0,1
random_graph,100,67,80,67,6.432,212.067,0,1
random_graph,100,67,67,67,6.115,211.291,1,1
random_graph,100,67,155,67,5.766,215.023,0,1
random_graph,100,67,74,67,6.146,218.668,0,1
random_graph,100,67,77,67,5.98,217.516,0,1
